Folder name,Clip Name,Image Number,DateTime,Temperature,Humidity,Precipitation,Dew Point,Wind Direction,Wind Speed,Sun Radiation Intensity,Min of sunshine latest 10 min
20210208,clip_0_0000,5,2021-02-08 00:00:00,-5.4,83,0.0,-7.8,52,2.7,0,0.0
20210208,clip_37_1951,115,2021-02-08 19:51:00,-3.5,68,0.0,-8.5,65,3.8,0,0.0
20210208,clip_15_0943,115,2021-02-08 09:43:00,-4.4,80,0.0,-7.2,48,3.9,137,2.5
20210208,clip_44_2307,115,2021-02-08 23:07:00,-4.6,77,0.0,-8.0,56,2.9,0,0.0
20210208,clip_20_1203,26,2021-02-08 12:03:00,-3.5,77,0.0,-7.0,58,3.9,141,0.0
20210208,clip_12_0840,115,2021-02-08 08:40:00,-5.3,83,0.0,-7.8,52,2.9,71,0.0
20210208,clip_29_1615,10,2021-02-08 16:15:00,-3.9,78,0.0,-7.3,53,3.6,1,0.0
20210208,clip_41_2143,5,2021-02-08 21:43:00,-4.1,70,0.0,-8.8,55,4.0,0,0.0
20210208,clip_8_0648,5,2021-02-08 06:48:00,-5.7,81,0.0,-8.4,52,2.6,0,0.0
20210208,clip_13_0908,5,2021-02-08 09:08:00,-4.8,82,0.0,-7.4,50,3.9,93,0.0
20210208,clip_4_0456,115,2021-02-08 04:56:00,-5.1,73,0.0,-9.2,56,2.9,0,0.0
20210208,clip_25_1423,115,2021-02-08 14:23:00,-3.3,73,0.0,-7.4,52,4.3,103,10.0
20210208,clip_17_1039,5,2021-02-08 10:39:00,-3.8,79,0.0,-7.0,54,3.7,117,0.0
20210208,clip_16_1011,60,2021-02-08 10:11:00,-4.1,80,0.0,-7.0,52,3.5,172,4.5
20210208,clip_33_1759,5,2021-02-08 17:59:00,-3.6,71,0.0,-8.1,59,4.3,0,0.0
20210209,clip_0_0000,5,2021-02-09 00:00:00,-4.7,79,0.0,-7.8,51,3.2,0,0.0
20210209,clip_43_2350,115,2021-02-09 23:50:00,-5.4,73,0.0,-9.5,43,2.8,0,0.0
20210209,clip_24_1103,115,2021-02-09 11:03:00,-4.2,69,0.0,-9.0,56,4.9,213,10.0
20210209,clip_16_0719,115,2021-02-09 07:19:00,-5.3,76,0.0,-8.9,48,3.6,4,0.0
20210209,clip_19_0843,115,2021-02-09 08:43:00,-4.8,75,0.0,-8.6,50,4.5,69,0.0
20210209,clip_30_1749,5,2021-02-09 17:49:00,-5.5,70,0.0,-10.1,47,3.2,0,0.0
20210209,clip_8_0335,60,2021-02-09 03:35:00,-5.0,78,0.0,-8.2,48,3.4,0,0.0
20210209,clip_36_2037,5,2021-02-09 20:37:00,-5.1,72,0.0,-9.4,53,3.2,0,0.0
20210209,clip_25_1529,36,2021-02-09 15:29:00,-5.1,61,0.0,-11.4,44,3.8,26,0.0
20210209,clip_22_1007,54,2021-02-09 10:07:00,-4.5,75,0.0,-8.3,53,3.6,107,0.0
20210209,clip_1_0028,115,2021-02-09 00:28:00,-4.4,79,0.0,-7.6,49,3.6,0,0.0
20210209,clip_33_1913,5,2021-02-09 19:13:00,-5.3,71,0.0,-9.7,50,2.8,0,0.0
20210209,clip_6_0239,36,2021-02-09 02:39:00,-4.8,79,0.0,-8.0,46,4.4,0,0.0
20210209,clip_18_0815,5,2021-02-09 08:15:00,-5.0,75,0.0,-8.7,54,3.9,42,0.0
20210209,clip_26_1557,27,2021-02-09 15:57:00,-5.3,64,0.0,-11.1,45,3.4,7,0.0
20210210,clip_0_0000,5,2021-02-10 00:00:00,-5.6,74,0.0,-9.4,39,2.7,0,0.0
20210210,clip_49_2339,115,2021-02-10 23:39:00,-5.5,75,0.0,-9.2,22,1.6,0,0.0
20210210,clip_25_1237,5,2021-02-10 12:37:00,-2.3,51,0.0,-11.2,41,2.8,338,10.0
